stoe_name,user,rate,avg_rate,review,review_count
만두의 전설,쪼꼬,5.0,3.0,여긴찐입니다 여러분,2
만두의 전설,옴뇸뇸,5.0,3.8,,39
만두의 전설,구구,4.0,3.9,사진만 보면 맛 없어 보이는데(?) 맛있다.사장님이 양복점하시는 분처럼 멋있다.,89
만두의 전설,노랑이,5.0,4.4,맛있습니다. 근처에서 식사하기 좋아요,138
만두의 전설,춤신춤왕,5.0,3.0,김치만두가..더나음..자리간격좁음,47
만두의 전설,Ebisu,5.0,3.8,만두 맛있어요!!!! 사장님이 계속 만두를 빚고계셔서 손목이 걱정됩니다.. 건강하세요 ㅠㅠ,9
만두의 전설,.,5.0,3.7,맛있다,395
만두의 전설,하마,5.0,5.0,얼큰떡만두국 맛있어요,36
만두의 전설,hhhh,5.0,4.8,,16
만두의 전설,Min.,3.0,3.6,리뷰 보고갔는데 봤던 리뷰 중에 인생 만두집이라고 하셔서 너무 많은 기대를 품고 가게된거같아요. 인생만두집 까지는 아니지만 괜찮은 만두집입니다. 저는 냉만둣국을 먹었고 냉면+만두인데 같이주시는 동치미국물에 조미료+식초 푼 맛정도되는거같습니다. 자극적인 맛에 길들여져서 그런지 저는 동치미가 제일 맛있었어요. 같이간 사람은 서울의 맛이라는 후기를 남겼네여 ㅋㅋㅋㅋㅋ 그만큼 삼삼한 맛입니다.,241
만두의 전설,,5.0,3.0,,2
만두의 전설,광고악의없는순수한리뷰어,5.0,4.1,맛있는데 사장님이 손님한테 만두 자랑 많이 하는 편...,48
만두의 전설,허 CD,1.0,1.7,주인 마인드가 영~~ 손님 대하는 태도가 맛 없게 만든다,58
만두의 전설,iujk,4.0,2.5,,2
만두의 전설,파스텔,5.0,2.7,냉만두국이라는 타이틀도 독특하고 또 자타가 공인하는 만두 귀신인 내가 안 가볼수 없어서 메뉴 특성상 여름이 가기전에 맛 한번 보자 하고 집을 나섰다우선 만두시식평을 해보자면..냉만두국과 찐민두 한 접시를 시켰는데 고기와 김치 혼합으로 주문했다우선 고기만두는 그 속에 들어간 소의 특성상 느끼함이 배가 되는데 다양한 야채소를 갈아넣어서 그 비리고 느끼한 맛이 사라져 담백한 맛이 너무 좋았다..한 입 베어물자 스멀스멀 올라오는 건강한 기운~~!!^^그리고 김치만두는 그렇게 맵지 않으면서도 김치 본연의 맛을 잘 살려평소에 그 매운 맛때문에 즐겨하지않던 김치만두를 홀딱 반하게 만들었다그리고 드디어 그 다음으로 손이 간 냉만두국..저 아이 주먹만한 두둠한 만두 사이로 수줍게 고개를 내미는 냉당면의 고운 자태를 보소서..한 젓가락에 입에 털어넣고 국물 한사발 들이키니..캬아아~~!!!앞으로 사랑하게 될거 같다 이 곳!정말 멋진 맛 플레이스,12
만두의 전설,보편입맛,5.0,4.0,없어졌나여ㅠ,48
만두의 전설,djscb,5.0,2.1,맛잇,15
만두의 전설,김현우,5.0,3.6,맛있음!!,26
만두의 전설,☆,5.0,3.9,존맛,135
만두의 전설,H,5.0,4.0,"고기만두 6, 김치만두 6, 만두피가 얇고 짜지않고 맛있음. 담엔 만두국 먹어봐야지",627
만두의 전설,설문규,5.0,4.8,,"1,098"
언양불고기,쓰레기단속반,5.0,4.0,불고기 맛있음,125
언양불고기,김춘호,5.0,5.0,,3
언양불고기,J,5.0,3.7,서울에서 흔치않은 제대로된 언양불고기집,6
언양불고기,2BFRANKWITHU,4.0,3.0,"철판에 볶은 불고기 말고, 자작한 국물에 끓여 먹는 불고기 말고, 숯불에 올려 불향을 입혀가며 휘리릭 구워 먹는 불고기가 생각날 때 가는 집. 아삭한 백김치와 같이 먹으면 불고기가 마냥 먹힌다. 푸~욱 익은 감자가 넉넉히 들어간 된장찌개도 맛있다. 다만, 이 집 등심은 고기는 좋지만 냉동인 데다 너무 얇아서 비추. 일하시는 분들이 모자라 불편한 점이 있긴 하지만, 편한 사람들과 가벼운 마음으로 갈 수 있는 집이다. 그것도 강남 한 복판에 있는 한우불고기집을.",326
언양불고기,김현,4.0,3.5,,288
언양불고기,이재원,3.0,3.6,맛나요!,"1,263"
언양불고기,김정희,3.0,3.6,시나몬님 추천. 반찬도 찌개도 ok,92
언양불고기,안지하,4.0,3.3,,261
언양불고기,🍛뚱카🍛,3.0,3.1,호불호좀 갈리는듯단맛이 좀 덜한느낌의 불고기가격은 좀 나가는편고기는 홍성한우를 쓴다고 함개인적으로 그냥 평타라고 생각.,"1,450"
리브팜 압구정,나나,5.0,2.7,아존맛,73
리브팜 압구정,오목눈이,2.0,3.4,이게 뭐임.. 야채가 야채가 아님파이토케미컬이 생길 수 없는 환경에서 자라니 향도 맛도 없다 그냥 소스맛. 고기도 아니면서 소스에 기대다니직원들은 친절함,25
리브팜 압구정,어지간해서맛있는곳을감,3.0,4.4,"채소 자체는 신선하고 부드러운데, 전반적으로 간이 좀 셉니다. 간장버섯은 간장에 쩔여진 맛이고 소스는 특이한 맛이긴 한데 너무너무 자극적이고 짭니다... 메뉴에 있는거 말고 커스텀해서 드시는게 훨씬 이득이에요~! 메뉴에 있는 것들은 구성이 영 별로에요...",134
리브팜 압구정,뇽,5.0,4.8,매번 맛있게 먹고 가요.,17
리브팜 압구정,kimsso,5.0,4.3,친절하고 샐러드가 신선합니다!,12
리브팜 압구정,💥별점조작 판독 시 1점,1.0,1.3,,45
리브팜 압구정,Mj,5.0,4.0,,963
리브팜 압구정,leiT,5.0,5.0,샐러드 채소가 정말 신선하구 맛있어여!자주 방문할거 같아용ㅎㅎ,1
리브팜 압구정,식단♡,5.0,5.0,바질페스토 샌드위치 가성비 너무 좋은거같아요!제가 좋아하는 바질페스토도 맛있고 야채두 아삭아삭하고 닭가슴살이 생각보다 지인짜 많이 들어있어서 탄단지가 완벽하네요 ^^,5
리브팜 압구정,성모,5.0,5.0,최근에 오픈했어요 저녁에 밖에서 보니 환하게 보여서 너무 멋져요!,5
리브팜 압구정,김성훈,5.0,4.8,집 가까운곳에 리브팜이 생겨 좋아요 ㅎㅎ,8
리브팜 압구정,한재진,5.0,5.0,샐러드는 물론이고 케일주스도 맛있어요!,5
리브팜 압구정,ㅇㅇㅇ,5.0,5.0,커스텀 메뉴 먹고싶은거 쏙쏙 골라 담을 수 있어서 최고입니다! 재료 퀄리티 진짜 좋고 채소 엄청 싱싱하네요 +_+,1
리브팜 압구정,정우,5.0,5.0,친절하고 맛있어요,5
리브팜 압구정,유솔지,5.0,5.0,종종 샌드위치 포장해서 먹는데 다 맛있어요. 크로와상이랑 오픈샌드위치 다 존맛탱,5
리브팜 압구정,상현,5.0,4.5,JMT 이정도면 샐러드계의 에베레스트다,11
리브팜 압구정,든든한마카롱,5.0,5.0,먹고 싶은대로 골라먹으니 남기지 않게 되서 좋았던 곳,2
리브팜 압구정,ksg,5.0,5.0,주문앱도 잘돼있고 직원분들 친절해요!!,5
리브팜 압구정,농심이,5.0,5.0,노홍철 보러 왔다가 샐러드에 꽂히고 감,5
리브팜 압구정,구마,5.0,5.0,신선함이 느껴져서 믿고 먹을수 있는 곳이에요 !!하나하나 다 맛있었습니다 !!👍🏻,5
리브팜 압구정,김정현,5.0,5.0,신선한 채소들이 넘 맛있었고 인테리어도 멋졌어요!  자주 올 예정입니다. 다이어트중인데 회사 근처에 생겨서 너무 좋아요!,2
리브팜 압구정,찐,5.0,4.1,커스텀해서 먹을수 있어서 골라먹는 재미가 있어요너무 신선해서 맛있게 먹었어요😊,11
리브팜 압구정,태유,5.0,5.0,가게도 예쁘고 음식도 맛있어용,5
리브팜 압구정,박정현,5.0,4.3,다이어트 할때 딱 좋아요 샐러드 말고 다른 사이드 메뉴들도 맛있어요!,15
리브팜 압구정,kaikang,5.0,5.0,완전 팬입니다! 외국분들도 많던데 우리나라 넘어 미국도 가주세요,7
꽃지삼성,냐옹냐옹,1.0,3.3,삼성동은 진짜 맛있는집이 없다. 여기가 그 대표적인 곳이다.,23
꽃지삼성,9968,1.0,3.4,여기가 맛과 퀄리티가 높다고 하면 본인 혀를 의심해봐야함.게장집을 수도없이  가봤지만 일단 비린내부터 잡지 못했음.미슐랭이나 블루리본 식당을  웬만해서 실패하지 않으나 드물게 실패한 식당.,237
꽃지삼성,최애용,4.0,3.9,괜찮아요,65
꽃지삼성,앤쮸,3.0,3.5,간장게장특정식2인분 낚지볶음 주문했습니다무난하니 맛있어요낚지볶음은 푸짐했지만 양념의 감칠맛이 부족했어요감태가 있으면좋을것같은데 감태는없고 김만 있어서 아쉬웠어요,683
꽃지삼성,달빛연하,2.0,3.2,,276
꽃지삼성,프로도,5.0,5.0,10년이상 단골인데 낮은 평점에 어이가 없어 후기남깁니다. 나름 간장게장 매니아로서 최고수준의 맛입니다. 꽃게탕도 최고구요. 다른 저렴한 게장에 비해 가격이 싸다고 볼수는 없지만 퀄리티 대비로 본다면 비싸다고도 평가하기도 어렵습니다.,1
꽃지삼성,little prince,3.0,3.7,,530
꽃지삼성,황제,1.0,3.7,"게장은 지금까지 먹어본 간장게장 중에서 가장 짜고, 비렸습니다.반찬은 소세지볶음 잡채 등이 나왔지만 가격대비 퀄리티가 현저히 떨어지네요.게살 비빔밥은 25,000원인지 말 안 하면 모를 만큼 느끼하고, 맛있다고 느껴지지가 않더라구요..",6
꽃지삼성,김,1.0,3.2,너무 불친절하고 2명이 비닐장갑 2장 가져간다고 한장만 가져가라고 눈치 줌..; 음식 다 식어빠진거ㅠ나옴,26
꽃지삼성,뭄ㅁ,1.0,4.2,진짜 충격적 노맛 밥만 맛있다 맛있는 반찬이 하나도 없음 여름이라 게장맛이 비려진걸까...?비리다못해 쓰다 태어나서 먹은 게장중에 하위 1등 와..게다가 테이블도 3테이블밖에 없었는데 빨간 양념묻은 고무장갑끼고 계산하는건 뭐에요?,48
꽃지삼성,정직한사람,3.0,3.2,게장 안 짜고 적당히 달짝지근하며 맛있음 반찬은 뭔가 부족한 거 같지만 그럭저럭.. 둘이 가서 2인 세트(3.8) 셋이 가서 3인 세트(6.4) 주문하면 처음 간 사람들은 음식 나오고 동공이 흔들리며 음식과 메뉴판을 확인함 “이게 다 나온거야?” 백이면 백 다 물어봄 양이 기본 이상인 분들은 중자(1인 3.3)이상은 주문해야함,99
꽃지삼성,강민정,1.0,1.5,게장 사이즈보고 놀랐다 대자가 다른데 소자정도 직원불친절하다 밑반찬 차라리 없는게 낫다 맛은 괜찮은데 다시는 안갈거 같다,2
꽃지삼성,이찰리,5.0,4.5,짜지도 않고 진짜 맛있어요. 꼭 대로 드세여!!,23
꽃지삼성,꼬순이,2.0,3.5,일단 가격대비 별로임. 게장은 게장집 간판 걸고 영업 할 수 있을 딱 그정도임.밑반찬은 성의 없음. 특색 없음.블루리본 미쉘린 평가는 의미 없다는 것을 알 수 있음.,14
꽃지삼성,e .대한경제신문,5.0,5.0,,1
꽃지삼성,파랑새,5.0,3.7,이게 평균 이하면 웬만한 게장 맛집들 다 평균 이하예요. 간장게장으로 탑 찍은 집들에 비하진 않지만 충분히 맛있습니다~!,187
꽃지삼성,L,3.0,3.2,"밑반찬들은 평균 이하 수준이고, 게장은 나쁘지 않습니다. 진미식당보다 저렴하나 상 구성/ 게 사이즈도 차이가 있더군요.",81
꽃지삼성,oloojiool,4.0,3.8,5번이상 방문한 게장집입니다. 양념게장은 쏘쏘이고 간장게장이 진짜 맛있어요!! 세트 말고 1인 1간장게장정식 무조건 추천이에요 게장 양이 더 많아요,44
꽃지삼성,장성오,1.0,1.6,일요일엔 휴업  네이버상 영업중  헛걸음  별하나도 아카움,7
꽃지삼성,코모씨,4.0,4.6,인생게장. 마포진미에 비해 양이 적긴 했지만 나머지 반찬들이 정말 맛있었어요! 서비스도 좋고 직원분들도 친절하세요.,52
꽃지삼성,이승환,3.0,3.3,가격은 있지만..맛 괜찮음,136
꽃지삼성,최윤석,4.0,4.0,,329
꽃지삼성,나경,3.0,3.4,,714
꽃지삼성,강대우,2.0,3.2,게요리,459
꽃지삼성,최호영,3.0,3.0,,"1,041"
노다지 삼겹살,김동현,1.0,3.0,"비게가 상당히 많습니다. 못쓰는부위까지 같이 쓰는 듯 비싸기만하고, 술권함 차끓구왔는데",18
노다지 삼겹살,기민,1.0,1.0,지방만 가득한 삼겹살 내오고 17000원 받음항의했더니 사진과 같은 고기를 다시 내옴,1
호보식당,유이,2.0,4.0,회사 점심 시간에 방문했음. 앉아서 점심 정식 시켰는데 물도 안가져다주고 테이블에 앞접시도 없었는데 앞접시 달라니까 똥씹은 표정으로 줌. 반찬도 딱 한번 리필하는건데 직원이 표정으로 욕함. 귀찮게 한 것도 아니고 한두번 불렀는데 직원들이 기본적으로 서비스 응대가 안됨..같이간 회사 동료들 다 기분 망치고 나왔음. 다신 안감. 그나마 별 하나 더 준건 음식은 잘못한 게 없어서 2점,3
호보식당,먹으러다니는편,2.0,3.2,마늘갈비 진짜 맛 없어요…. LA갈비랑 돼지갈비는 맛나요.,10
호보식당,나현식,5.0,5.0,정말  맛있고 좋았습니다.,7
호보식당,#@÷^^@@,1.0,1.0,여기를 왜가는지 모르겠네 불친절과 엄청비쌈! 맛도 없고,4
호보식당,Jonashann,1.0,1.0,리뷰보고 갔다가 개망 뭐가 맛있다는건지? 식당에 어린 알바생만 있고 사장도 없이하는 식당은 갈곳이 못됨 모든게 어설프고 반찬도 산것 같고 밥은 말랐고 어른 모시고 깄다가 난감함,1
호보식당,에휴,5.0,4.1,마늘갈비도 괜찮았는데 한판시켜야 2명 먹을듯 추가로 시킨 생고기가 넘 맛있었음! 목살이 엄청 부드럽고 육즙 가득해서 찰살 시켜볼껄 후회.. 직접 구워주시고 친절하시구 좋았음!!,74
호보식당,전상일,2.0,2.0,불친절하고 갈비도애매한디.. 평점이정도는절대아니사서 남기게되네요,1
호보식당,sjbcianzhs,5.0,1.3,존맛,41
호보식당,K,1.0,2.1,별점 돈주고 사는지별점준 날짜가 몰려있네요??,21
호보식당,장석인,5.0,4.6,,11
호보식당,박상우,4.0,4.1,공기밥 찬게 아쉬웠어요,242
호보식당,묘묘,5.0,4.3,점심 갈비정식 갈비랑 된찌 나오는데 가성비 짱,340
호보식당,IH,4.0,4.4,맛있게 막었습니다반찬이 정성이 들어가 있고고기도 맛있었어요,14
호보식당,열정님,1.0,4.0,진짜 별점 조작 좀 작작해라,213
호보식당,최윤정,5.0,4.8,기대 안하고 갔는데 마늘갈비 맛있어요!!깍두기 볶음밥은 그냥 쏘쏘?가격이 조금 부담되지만 또 먹고 싶은 맛ㅎ직원들도 다 친절해서 좋았어요!,17
호보식당,림,5.0,5.0,마늘갈비 JMT!!!! 사장님도ㅜ너무 친절하고 고기 맛도 역시👍 역삼맛집 답네요😁 볶음밥은 왜이리 맛있는지..또올게용👍,6
호보식당,강병현,5.0,5.0,친구가 방문하고 괜찮다고 해서 간 곳인데 맛도 맛있고 가게 분위기도 좋아서 기분이 좋았어요!! 주차까지 할 수 있어서 더 편하고 맛있게 먹을 수 있었어요!,1
호보식당,도아언니,5.0,5.0,생각보다 기름기가 적어서 담백하니맛있게 먹었어요!마늘갈비가 제 입맛에 짱인듯ㅎㅎㅎ 다들 마늘갈비드셔보세요!직원분들도 친절하고 깔끔하니 맛도 좋고 청결해요!,7
호보식당,최선화,4.0,4.0,지인소개로 방문한곳이어서 기대했는데 역시나 음식맛이 👍 방문해서 드셔보세요 아깝지 않습니다~~~,1
호보식당,oiho,5.0,5.0,가게 바로 앞에 주차할 수 있어 편해요 !! 지인한테 역삼맛집이라고 추천받아 방문했는데 진짜 맛있었습니다 재방문의사 99999999%,1
호보식당,지연,5.0,4.5,역삼맛집입니다. 이가 안 좋아서 질긴거 잘 못먹는데 마늘갈비는 연해서 자주 갑니다~ 그래서 부모님 모시고 역삼갈때면 자주 들리는 곳입니다 강추요!,2
호보식당,🙂,5.0,5.0,갈비에 마늘이 정말 가득나오네요~!  갈비에 마늘향과 양념이 베어서 특유의 갈비 느끼함을 잘잡아주네요~  맛있습니다 ㅎㅎ  갈비먹고  식사로는 깍뚜기 볶음밥 주문했는데 너무 맛있어서 바닦까지 싹싹 긁어 멋었네요  ^^  역삼 맛집 인정합니다!,21
호보식당,한수정,4.0,4.9,오랫만에 친구랑 삽겹살 먹고싶어서 방문했는데 너무 만족하고 갑니다~!  고기도 직접 다구워주시는데 직원분들 넘 친절하시고  편하게 먹는데에만 집중할수 있도록 해주셔서 좋았습니다!  인테리어도 깔끔하고  역삼맛집 맞네요! ^^,29
호보식당,유애나나나나나,5.0,4.8,부모님이랑 역삼동 갈 일 있는데 역삼맛집이래서 들려봤어요~마늘갈비 고기 자체가 숙성이 잘되었는지 연하고 부드러운데다가 양념이 적당히 알싸하고 달짝지근해서 부모님께서도 만족하셨어요기본찬도 잘나와서 여러모로 만족스러운 식사였습니다~~,6
호보식당,장한나,5.0,5.0,아이들이 너무 맛있다고 해요~ 마늘갈비 특이하고 맛있어요 아이들도 맵지않게 먹었어요~~ 볶음밥도 꼭 먹어보세요,2
호보식당,송동원,4.0,4.0,처음 가본곳이지만 맛도 좋고 대체적으로 좋았습니다 역삼맛집이네요 ㅎ 재방문의사도 있습니다,1
호보식당,지연,5.0,4.5,역삼갈때 들리는 역삼맛집입니다. 이가 안 좋아서 질긴거 잘 못먹는데 마늘갈비는 연해서 자주 갑니다~ 그래서 부모님 모시고 역삼갈때면 자주 들리는 곳입니다 강추요!,2
호보식당,뚱뚱레몬,3.0,4.0,고기 질도 너무 좋고 직접 구워주셔서  친구들이랑 편하게 술한잔할수 있어서 좋았습니다.  소스랑 같이나온 밑반찬도 다 맛있네요... 자주 방문할께요 ^^,2
호보식당,김무영,4.0,4.7,역삼출장중에 길가다우연히 들렸는데 마늘갈비 살면서처음 먹어봤는데 진짜맛있어요 나중에 역삼갈일이 있음 또 방문할예정입니다! 번창하세요!,3
호보식당,kwonh,4.0,4.2,올만에 거래처 들러서 근처 역삼맛집 찾다가 먹었는데 맛있네용~ 갈비 좋아해서 자주 먹는데 여기 마늘갈비는 린정? 인정!,6
호보식당,김가희,5.0,5.0,이런 역삼 맛집이 있었다니^^ 회사 끝나고 남편이랑 만나서 우연히 먹게 됬는데 진짜 맛있어요! 마늘갈비 먹었는데 둘이서 5인분 먹었어요!ㅋㅋㅋㅋㅋ,3
호보식당,😍,5.0,4.5,마늘갈비는 처음 접해봤는데 특이하네용ㅎㅎ 호불호가 있을순있지만 저는 완전 호였어용ㅎㅎ 부드럽고 연하면서 달달하구 특유의 마늘향이 고기잡내들을 싹잡아줘서 너무너무 맛있게먹었어용!! 역삼맛집 발견🤗,4
호보식당,.,5.0,5.0,특제마늘소스에 양념된 마늘갈비가 정말 맛있네요! 칼집도 들어가 고기가 부드러워요. 역시 역삼맛집입니다~,4
호보식당,우히히,5.0,5.0,호보식당은 역삼 맛집 답게 맛있는거 같아요!엄마랑 다녀왔는데 밑반찬도 맛있고 갈비도 신선해서 맛있게 잘 먹고왔어요~ 부모님 모시고 가도 좋은 장소에요!,18
호보식당,최영석,4.0,4.5,호보식당은 서울 강남구 역삼동에 있는 고깃집으로 역삼맛집 중에서 대표메뉴는 마늘갈비와 찰살 이다. 고기종류가 다양해서 골라먹는 재미가 있었고 가격도 합리적이라 만족스러웠다. 평소 저녁 때 기본적으로 웨이팅 있고 주차는 발렛이 지원되어 편하다.,2
호보식당,purple,3.0,4.2,갈비먹고싶어 가봤는데 생각보다 맛있었어요~볶음밥도 맛있더라구요 가끔 생각날거같아요,5
호보식당,강이슬,4.0,4.7,기본적으로 고기자체가 신선한듯! 근데 거기에 더해지는 양념들과 마늘갈비 진짜 맛있네요:) 왜 역삼 맛집이라고 하는지 알겠더라구요,3
호보식당,세계,4.0,4.8,역삼근처에서 약속이있어서 여기로 밥먹으러 갔어요! 마늘풍미가 고기맛을 더 맛있게만들어주네요 적극 추천이요!,10
호보식당,수진ෆ,4.0,4.0,"맛집이네요!! 갈비에 간이 잘되어있어서 너무 좋았고요 냄새가 나면 잘 못먹는데 돼지냄새도 전혀 안나더라고요ㅠㅠ 올해 먹은것중에 베스트에요,,👍🏻볶음밥도 별미니까 꼭꼭 먹어야합니다!!! 맛집찾기 성공,,🩷",1
호보식당,박진희,5.0,5.0,역삼맛집 고기맛집 호보식당ㅋㅋㅋ일하는곳 근처이기도하고 회식도 친구들이랑도 자주가는 고기집입니당 고기좋아하는데 부드럽고 아주 맛있습니당,1
호보식당,무뮤,5.0,2.8,일단 내부 인테리어가 고깃집같지않고 화려한 조명이 있어서 분위기가 넘 좋았어요! 특수부위라는 찰살구이는 첨 먹어봣는데 진짜 입에서 살살 녹고ㅠ 너무 맛있게 잘 먹었습니다!! 또 갈거에요!,13
호보식당,따봉도치,5.0,5.0,마늘갈비랑 냉면 따봉,11
호보식당,숨은맛집고수,5.0,4.7,생각없이 먹다가 시간지나면 또 생각이 나는집,12
호보식당,안성민,5.0,5.0,친구와 약속 모임이 생겨 방문했었는데 분위기 좋고 음식도 맛있어서 만족했습니다ㅎㅎ 직원도 친절해서 더욱 만족했습니다!,1
호보식당,류은미,5.0,4.7,고기랑 같이먹을 소스랑 야채가 많아서 좋아여 여기오면 항상 취해서 나갑니다ㅎㅎ 역삼맛집인정,3
호보식당,²2,5.0,3.5,여기는 진짜 너무 맛있었어요 갑작스래 친구가 보자해서 먹을 곳을 찾다가 우연히 봐서 들어갔는데 생각한 그 이상으로 너무 맛있고 고기도 너무 부드러웠어요 사장님도 왕친철!,2
호보식당,김혜민,3.0,4.7,지하철역이랑 가까워서 퇴근하고 약속잡기도 딱 좋아요 ㅋㅋ 매장도 깔끔하구요~ 저는 마늘갈비가 맛있더라구용 ㅎㅎ,24
호보식당,성소윤,5.0,4.9,마늘갈비맛집 반찬들도 고기랑 잘 어울림 다음에 가족들이랑 또 가려구요,7
호보식당,임하늘,4.0,4.8,마늘갈비 최고의 역삼맛집 인정입니다가격대는 조금 부담스러워도 너무 맛있어서다음엔 부모님 찬스로 또 방문하고싶어용,6
호보식당,김효림,4.0,4.8,집 가까이있어서 먹어볼려고 했었는데 미루고 미루다가 오늘 먹게 되었습니다 양많고 맛있었어요! 사장님도 친절하셨구요 !!,6
호보식당,쟌♥,5.0,5.0,"마늘은 항상 제 가슴을 설레게 하는데여, 마늘과 갈비의 조합은 진짜 맛 없을수 없는것 같아요!!그리고 육회도 냄새없이 정말 신선했고, 마무리 볶음밥까지 최고였습니다! 다음에 또 가야겠어요!",3
호보식당,slowangel,2.0,3.7,알바들이 넘쳐나는 것 같네요?마늘갈비... 냄새는 안 났지만 맛도 무맛? 이네요!!! 소의 육즙이나 달콤함 뭐 이런건 기대가 않되는... 이 가격에 너무 하네요...LA 갈비는 평범 그자체 맛있다 정도는 아니에요..,35
호보식당,이가람규,5.0,4.5,호보식당 맛있어요!! 완전 역삼 맛집입니다. 시설도 깔끔하고 음식도 맛있고 가격도 좋아요!!! 추천합니다^^,2
호보식당,어린완자,5.0,4.6,역삼동에 맛집이 참 많은데 호보식당 마늘갈비 생각나서 다시 왔지요^^ 마늘이 갈비를 덮을 정도로 마늘소스 장난아니게 주는데 그래서 꼬기는 더 부드럽고 양념 알싸하니 참 맛나네요!! 마늘소진시 품절되면 못드시니 참고하세요~,5
호보식당,한규진,4.0,4.6,회사동료가 소개해준 역삼맛집이라 기대많이 했는데 고기질도 좋고 반찬들도 잘나와서 맛있게 먹고 왔습니다 담에 또 가야겠어요,8
호보식당,혜빈,3.0,4.5,역삼 맛집이라더니 진짜 맛있어요 ! 마늘갈비 꼭 드셔보세요 ~~ 모임하기도 좋을거 같아요,4
호보식당,예니,5.0,5.0,호보갈비랑 마늘갈비 주문해서 먹었는데 둘다 너무 제 입맛에 맞아서 진짜 무한정흡입하게되요! 마늘갈비라해서 무슨맛인가 했는데 과하지않은 마늘이 갈비를 더 감칠맛나게 해주네요!! 잘먹고갑니다,13
호보식당,이소라,4.0,3.5,친구만나러 근처에 갔다가 방문했는데 역시나 역삼맛집 1위 호보식당이네요! 고기 진짜 좋아하는데 너무 맛있어서 엄청 많이 먹었어요!👍,2
호보식당,지아,3.0,4.4,고기가 전체적으로 다 맛있긴 한데~ 호보갈비 보다는 마늘갈비가 더 특색있고 맛있네요!,5
호보식당,정지은,5.0,4.9,역삼맛집이라해서 와봤어요^^ 이동네 고깃집중 제일 깔끔하고 맛있는듯요! 반찬들도 정갈하고~ 고기도 진짜 굿! 다음엔 부모님 모시고 가려구요~ 잘먹고갑니당!!ㅎㅎ,7
호보식당,다영,5.0,4.9,갈비는 역삼 맛집 여기가 최고!!  마늘 갈비 라는건 처음 먹어봤는데 마늘 좋아하는 저에게 최고의 갈비였습니다.,89
호보식당,🐂 힘,5.0,5.0,일단 가게 인테리어 좋아요 매장도 깔끔하고 사장님께서도 친절하세요 마늘갈비정말 풍미도 좋고 맜잇네요 여기 고기 종류별로 다 맛있어서 다음엔 다른 종류메뉴 먹어보려구해요 ^^ 맛있게먹고갑니다.,47
호보식당,앙삉,5.0,4.8,너무맛있어용!! 직원분들보 넘친절하시공ㅎㅎ 짱맛!! 진짜 역삼 맛집 인정입니다링용ㅎㅎ,5
호보식당,ja,5.0,4.9,시그니처 마늘갈비에 빠져서 또 방문했어요 두툼한 고기위에 마늘양념이 산처럼 쌓인 비주얼이 최고 ~ 느끼하지않고 담백해용 🩷,19
호보식당,하울,4.0,4.8,맛있어요언제나 분위기 좋아서 애인이랑 자주와요사장님도 너무 친절하시고 데이트코스로 딱이에요ㅎㅎㅎ 역삼맛집입니다!,28
호보식당,st,4.0,4.8,고기 종류도 다양하고 맛도 괜찮네요 기본적으로 디너시간에는 웨이팅도 있고 발렛까지 해주니 역삼맛집이네요,11
호보식당,빵꾸떵,3.0,4.3,마늘갈비미쳤네요... 진짜맛있어요... 양념어떻게하신거죠? 우와..진짜 장난아님 마늘향대박임 향이너무쎌까봐 걱정했는데...  너무맛있음 자꾸생각납니다ㅜㅜ,10
호보식당,서수형,5.0,5.0,역삼 맛집 다녀왔어요~! 처음 방문했는데 분위기도 좋고 음식도 맛있어서 만족스러웠습니다 역삼동 갈 일이 많아서 자주 방문하려구요 역삼 맛집으로 추천드려요!,17
호보식당,예웅,5.0,5.0,진짜 맛있어요! 역삼 맛집:) 역삼동 사는 지인이 마늘갈비 꼭 먹으라고해서 시켰는데 진짜 예술이에요 ㅠㅠ 처음먹어보는 진짜 맛있는 맛 … 좀 멀지만 자주자주방문해먹으려고용!!,48
호보식당,이현복,5.0,5.0,매장이 넓고 깨끗해서 단체로 오기도 좋고 고기 맛도 좋아요~ 오늘은 친구랑 왔는데 다음에는 회식하러 오려구요 ㅎㅎ 반찬도 맛있고 직원분들도 모두 친절하셔요,26
호보식당,밝은달,4.0,4.9,맛있네요~역삼맛집인거같아요ㅎㅎ  마늘갈비 먹으러왔는데 마늘향이 생각보다 강하지않고 은은하게 입안에 퍼져서 너무 좋았어요^^너무 배부른게 많이 먹고왔네요ㅋㅋㅋ,11
호보식당,함은주,4.0,4.7,여기가 역삼맛집이라고 하더라고요 마늘갈비로 유명한... 소스랑 밑반찬도 맛있고 매장도 넓어서 좋았습니다,3
호보식당,윤주,5.0,5.0,회식장소로 완전 좋아요 양념 갈비 양념이 진짜 맛있고 마늘 갈비도 마늘향이 은은하게 나면서 고기 맛을 극대화 시켜주는 느낌 진짜 너무 맛있었어요 역삼맛집이에요,5
호보식당,나영,5.0,4.5,요기 갈비맛있어요~~ 역삼에서 추천하는 맛집입니당! 같이나온 찌개랑 반찬들도 정갈하니 깔끔하고 육회도 존맛이었어용~~ 주차도 가능하고 나중에 다른메뉴도 먹어보고싶네용!!,6
호보식당,민이💕,4.0,4.8,완전 맛나요! 생마늘 구운마늘 가릴거 없이 마늘향 너무 좋아하는데 마늘갈비라니 😍제기준 최고 역삼맛집입니당!!! 자주올듯해요~,6
